ID-AccessD,SpCode,Storage,SampleCode,Positiononpinfromtop,Caste,Measurer,Method,HeadWidth,HeadLength,ClypeusLength,MandibleLength,InterocularDistance,EyeWidth,EyeLength,HindFemur,HindTibia,Spinosity,Sculpturing,Polymorphism,Invasive,AlitrunkSpines,PetiolarSpines
381,PHEI 018,dry,PKEE066,1,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.49,0.48,0.11,0.26,0.4,0.06,0.08,0.39,0.32,2,3,2,2,2,0
380,PHEI 018,dry,PKEE139,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.5,0.48,0.12,0.27,0.42,0.06,0.08,0.39,0.31,2,3,2,2,2,0
382,PHEI 018,dry,PKEE139,5,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.5,0.49,0.11,0.26,0.43,0.06,0.08,0.4,0.33,2,3,2,2,2,0
383,PHEI 018,dry,PKEE139,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.5,0.49,0.23,0.26,0.42,0.06,0.08,0.42,0.33,2,3,2,2,2,0
390,PHEI 024,dry,HP0052,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.11,1.23,0.24,0.51,1.02,0.1,0.13,0.79,0.57,4,2,2,2,4,0
391,PHEI 024,dry,HP0052,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.38,1.27,0.23,0.48,,0.11,0.13,0.79,0.56,4,2,2,2,4,0
389,PHEI 024,dry,HP0108,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.08,1.17,0.21,0.52,0.98,0.11,0.13,0.75,0.54,4,2,2,2,4,0
392,PHEI 024,dry,HP0108,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.14,1.27,0.24,0.57,1.05,0.1,0.13,0.79,0.6,4,2,2,2,4,0
393,PHEI 024,dry,HP0151,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.14,1.3,0.23,0.51,1.02,0.1,0.13,0.73,0.58,4,2,2,2,4,0
384,PHEI 024,dry,HP0052,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.51,0.5,0.17,0.3,0.4,0.07,0.1,0.55,0.45,4,2,2,2,4,0
386,PHEI 024,dry,HP0052,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.51,0.52,0.13,0.3,0.42,0.07,0.11,0.56,0.46,4,2,2,2,4,0
387,PHEI 024,dry,HP0052,5,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.51,0.54,0.12,0.31,0.42,0.07,0.11,0.56,0.45,4,2,2,2,4,0
385,PHEI 024,dry,HP0108,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.52,0.52,0.14,0.32,0.42,0.07,0.1,0.57,0.44,4,2,2,2,4,0
388,PHEI 024,dry,HP0108,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.52,0.54,0.11,0.32,0.43,0.08,0.11,0.57,0.46,4,2,2,2,4,0
397,PHEI 025,dry,HP0075,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.95,1,0.18,0.43,0.92,0.08,0.11,0.61,0.45,6,2.5,2,2,4,0
398,PHEI 025,dry,HP0075,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.98,1.06,0.18,0.44,0.9,0.08,0.12,0.6,0.45,6,2.5,2,2,4,0
394,PHEI 025,dry,HP0075,5,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.5,0.46,0.11,0.24,0.4,0.06,0.1,0.43,0.32,6,1.5,2,2,6,0
395,PHEI 025,dry,HP0075,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.45,0.48,0.11,0.25,0.38,0.06,0.08,0.43,0.32,6,1.5,2,2,6,0
396,PHEI 025,dry,HP0075,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.5,0.48,0.1,0.25,0.35,0.06,0.08,0.43,0.33,6,1.5,2,2,6,0
402,PHEI 026,dry,HP0090,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.87,0.9,0.14,0.43,0.79,0.08,0.12,0.58,0.44,2,2,2,2,2,0
403,PHEI 026,dry,HP0090,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.88,0.95,0.17,0.39,0.81,0.08,0.12,0.6,0.51,2,2,2,2,2,0
399,PHEI 026,dry,HP0090,5,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.43,0.43,0.11,0.25,0.37,0.06,0.1,0.42,0.33,2,1.5,2,2,2,0
400,PHEI 026,dry,HP0090,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.43,0.43,0.11,0.24,0.38,0.05,0.1,0.42,0.38,2,1.5,2,2,2,0
401,PHEI 026,dry,HP0090,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.44,0.45,0.1,0.26,0.37,0.05,0.1,0.39,0.33,2,1.5,2,2,2,0
409,PHEI 030,dry,HP0171,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.93,1.01,0.14,0.48,0.86,0.08,0.11,0.62,0.45,4,2.5,2,2,4,0
410,PHEI 030,dry,HP0171,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.9,1.01,0.14,0.43,0.82,0.08,0.11,0.58,0.46,4,2.5,2,2,4,0
411,PHEI 030,dry,HP0174,3,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.95,1.04,0.2,0.48,0.87,0.08,0.11,0.62,0.48,4,2.5,2,2,4,0
413,PHEI 030,dry,HP0174,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.99,1.11,0.2,0.48,0.88,0.08,0.12,0.63,0.46,4,2.5,2,2,4,0
412,PHEI 030,dry,HP0633,3,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.94,1.05,0.21,0.45,0.86,0.1,0.12,0.6,0.42,4,2.5,2,2,4,0
406,PHEI 030,dry,HP0171,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.5,0.49,0.12,0.29,0.42,0.07,0.11,0.42,0.35,4,1.5,2,2,4,0
408,PHEI 030,dry,HP0171,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.51,0.5,0.12,0.3,0.43,0.07,0.1,0.43,0.36,4,1.5,2,2,4,0
405,PHEI 030,dry,HP0174,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.51,0.49,0.12,0.27,0.42,0.07,0.11,0.38,0.35,4,1.5,2,2,4,0
407,PHEI 030,dry,HP0174,5,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.51,0.49,0.13,0.29,0.42,0.07,0.1,0.45,0.36,4,1.5,2,2,4,0
404,PHEI 030,dry,HP0633,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.48,0.46,0.11,0.29,0.4,0.07,0.1,0.39,0.31,4,1.5,2,2,4,0
415,PHIL 001,dry,HP0120 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.7,0.76,0.17,0.36,0.39,0.11,0.15,0.93,0.64,0,1,3,2,0,0
419,PHIL 001,dry,HP0120 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.37,1.4,0.29,0.49,0.75,0.15,0.27,1.27,0.9,0,1,3,2,0,0
414,PHIL 001,dry,HP0141 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.56,0.65,0.13,0.29,0.36,0.08,0.13,0.54,0.5,0,1,3,2,0,0
418,PHIL 001,dry,HP0141 middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.05,0.98,0.26,0.46,0.58,0.14,0.23,0.97,0.93,0,1,3,2,0,0
416,PHIL 001,dry,HP0141 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.28,1.13,0.33,0.49,0.72,0.15,0.25,1.1,0.94,0,1,3,2,0,0
417,PHIL 001,dry,PKEE042 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.15,1.2,0.25,0.37,0.68,0.13,0.24,1.04,0.89,0,1,3,2,0,0
421,PHIL 002,dry,HP0154 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.61,0.73,0.15,0.33,0.4,0.11,0.17,0.74,0.6,0,1,1,2,0,0
420,PHIL 002,dry,HP0154 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.67,0.65,0.18,0.35,0.37,0.1,0.15,0.69,0.6,0,1,1,2,0,0
423,PHIL 003,dry,HP0448 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.55,0.5,0.14,0.26,0.32,0.07,0.12,0.5,0.4,0,1,1,2,0,0
424,PHIL 003,dry,HP0448 middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.62,0.63,0.12,0.27,0.33,0.08,0.12,0.5,,0,1,1,2,0,0
422,PHIL 003,dry,HP0448 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.57,0.56,0.12,0.2,0.32,0.08,0.11,0.48,0.39,0,1,1,2,0,0
432,PODO 002,dry,PKEE045,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.93,0.99,0.2,0.44,0.77,0.15,0.2,0.83,0.61,2,2,1,2,2,0
433,PODO 002,dry,PKEE045,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.05,1.08,0.26,0.49,0.87,0.15,0.23,0.92,0.71,2,2,1,2,2,0
434,PODO 002,dry,PKEE045,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.06,1.08,0.25,0.51,0.86,0.15,0.23,0.95,0.75,2,2,1,2,2,0
431,PODO 002,dry,PKEE150,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.83,0.83,0.18,0.42,0.69,0.13,0.18,0.73,0.6,2,2,1,2,2,0
437,PODO 003,dry,HP0046,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.33,1.37,0.31,0.63,1.1,0.21,0.27,1.23,0.97,2,2,1,2,2,0
438,PODO 003,dry,HP0046,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.33,1.37,0.32,0.63,1.12,0.2,0.27,1.25,0.97,2,2,1,2,2,0
435,PODO 003,dry,HP0657,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.23,1.28,0.33,0.61,1,0.2,0.27,1.17,0.89,2,2,1,2,2,0
436,PODO 003,dry,HP0657,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.28,1.31,0.36,0.64,1.05,0.2,0.27,1.23,0.95,2,2,1,2,2,0
439,POLY 001,dry,HP0116,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.17,2.67,0.8,1.1,1.5,0.4,0.5,4.83,5.08,6,2,1,2,4,2
441,POLY 001,dry,HP0122,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.17,3.25,0.73,1.17,1.5,0.43,0.5,5,5.33,6,2,1,2,4,2
440,POLY 001,dry,PKEE002,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.07,2.73,0.6,1.03,1.53,0.63,0.77,4.5,4.92,6,2,1,2,4,2
444,POLY 002,dry,HP0143,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.08,2.5,0.67,1,1.33,0.33,0.42,3.42,3.42,4,2,1,2,2,2
445,POLY 002,dry,HP0175middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2,2.58,0.67,0.92,1.42,0.33,0.42,3.42,3.33,4,2,1,2,2,2
446,POLY 002,dry,HP0175top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2,2.58,0.6,1,1.42,0.33,0.43,3.5,3.33,4,2,1,2,2,2
442,POLY 002,dry,PKEE004,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.92,2.5,0.53,0.87,1.33,0.33,0.42,3.33,3.33,4,2,1,2,2,2
443,POLY 002,dry,PKEE064,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.08,2.5,0.7,1,1.42,0.33,0.42,3.33,3.33,4,2,1,2,2,2
447,POLY 003,dry,PKEE027,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.67,1.67,0.37,0.63,1.17,0.25,0.42,2.58,2.67,6,2,1,2,4,2
448,POLY 003,dry,PKEE041,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.75,1.75,0.58,0.73,1.25,0.33,0.42,2.92,2.92,6,2,1,2,4,2
451,POLY 004,dry,HP0081 second from bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.5,1.42,0.4,0.53,1,0.3,0.4,2.08,2.25,4,1,1,2,0,4
452,POLY 004,dry,HP0081bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.58,1.5,0.43,0.6,1.08,0.3,0.43,2.17,2.17,4,1,1,2,0,4
449,POLY 004,dry,PKEE029bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.5,1.4,0.3,0.5,1,0.37,0.4,2.08,2,4,1,1,2,0,4
450,POLY 004,dry,PKEE029top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.5,1.42,0.33,0.57,1,0.3,0.42,2.03,2,4,1,1,2,0,4
454,POLY 007,dry,PKEE062,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.75,2.25,0.53,0.8,1.17,0.33,0.37,3.17,3.17,4,1,1,2,2,2
456,POLY 008,dry,HP0005 BOTTOM,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.25,1.3,0.4,0.63,0.9,0.27,0.37,1.76,2.03,4,2,1,2,2,2
459,POLY 008,dry,HP0005 TOP,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.27,1.43,0.33,0.67,0.87,0.3,0.37,2,2.17,4,2,1,2,2,2
457,POLY 008,dry,HP0007 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.33,1.33,0.37,0.63,0.92,0.33,0.4,2,2.17,4,2,1,2,2,2
458,POLY 008,dry,HP0066 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.5,1.4,0.5,0.7,0.92,0.37,0.4,2.08,2.23,4,2,1,2,2,2
455,POLY 008,dry,HP0066 middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.27,1.3,0.4,0.6,0.87,0.33,0.4,1.83,2,4,2,1,2,2,2
463,POLY 009,dry,HP0026 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.5,1.42,0.4,0.67,1,0.33,0.43,1.75,1.93,7,1.5,1,2,4,3
461,POLY 009,dry,HP0026 second from bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.42,1.42,0.3,0.53,1,0.33,0.4,1.75,1.83,7,1.5,1,2,4,3
460,POLY 009,dry,HP0026 second from top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.42,1,0.33,0.57,0.93,0.33,0.37,1.75,1.75,7,1.5,1,2,4,3
462,POLY 009,dry,HP0029 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.42,1.42,0.37,0.63,0.92,0.33,0.47,1.83,1.92,7,1.5,1,2,4,3
466,POLY 010,dry,HP0133 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.33,1.58,0.42,0.63,0.92,0.3,0.37,2.08,2.17,4,1.5,1,2,2,2
467,POLY 010,dry,HP0133 middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.42,1.58,0.37,0.67,0.92,0.3,0.37,2.17,2.17,4,1.5,1,2,2,2
465,POLY 010,dry,HP044 BOTTOM,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.33,1.53,0.43,0.67,0.92,0.33,0.4,2.17,2.3,4,1.5,1,2,2,2
464,POLY 010,dry,HP044 MIDDLE,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.33,1.47,0.47,0.67,0.9,0.33,0.43,2.17,2.17,4,1.5,1,2,2,2
470,POLY 011,dry,HP0070 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.42,1.5,0.42,0.58,1,0.3,0.4,2.08,2.17,5,1.5,1,2,2,3
469,POLY 011,dry,HP0070 second from bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.43,1.5,0.37,0.63,1,0.3,0.4,2,2.08,5,1.5,1,2,2,3
468,POLY 011,dry,HP0070 second from top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.5,1.42,0.5,0.67,1.08,0.33,0.43,2.08,2.17,5,1.5,1,2,2,3
473,POLY 014,dry,HP0076 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.75,1.75,0.4,0.63,1.17,0.33,0.37,1.75,1.75,4,2.5,1,2,2,2
472,POLY 014,dry,HP0076top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.67,1.7,0.4,0.63,1.08,0.33,0.37,1.75,1.7,4,2.5,1,2,2,2
476,POLY 015,dry,HP0096 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.58,3.5,0.83,1.2,1.92,0.43,0.53,5,5,6,2,1,2,4,2
477,POLY 015,dry,HP077 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.42,3.5,0.83,1.17,1.75,0.43,0.5,4.58,5.5,6,2,1,2,4,2
478,POLY 015,dry,HP077 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.58,3.75,0.83,1.17,1.83,0.4,0.47,5.17,5.67,6,2,1,2,4,2
475,POLY 015,dry,PKEE104,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.42,3.42,0.75,1.1,1.58,0.47,0.53,4.5,5,6,2,1,2,4,2
474,POLY 015,dry,PKEE134,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.5,3.33,0.83,1.2,1.67,0.43,0.53,4.83,5,6,2,1,2,4,2
479,POLY 016,dry,HP0079,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.33,1.42,0.43,0.6,1,0.27,0.33,1.97,2.1,4,1.5,1,2,2,2
480,POLY 016,dry,HP0117 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.42,1.5,0.37,0.6,1,0.3,0.37,2,2.17,4,1.5,1,2,2,2
483,POLY 017,dry,HP0103 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.71,1.77,0.43,0.8,1.23,0.33,0.47,3.33,2.63,6,2,1,2,4,2
481,POLY 017,dry,HP0103 middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.67,1.53,0.53,0.83,1.17,0.37,0.43,2.5,2.67,6,2,1,2,4,2
482,POLY 017,dry,HP0103 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.71,1.67,0.5,0.8,1.17,0.33,0.43,2.42,2.47,6,2,1,2,4,2
484,POLY 019,dry,PKEE120 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.03,1.1,0.25,0.47,0.57,0.23,0.3,1.53,1.6,4,1.5,1,2,2,2
486,POLY 019,dry,PKEE129 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.3,1.4,0.33,0.67,0.93,0.3,0.4,1.92,2,4,1.5,1,2,2,2
485,POLY 019,dry,PKEE129 middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.23,1.33,0.33,0.6,0.9,0.3,0.37,1.92,1.92,4,1.5,1,2,2,2
487,POLY 020,dry,PKEE137 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.27,1.27,0.4,0.63,0.83,0.3,0.4,2.25,1.83,4,1.5,1,2,2,2
488,POLY 021,dry,PKEE146 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1,1.07,0.2,0.42,0.77,0.17,0.2,1.1,1.1,2,2,1,2,0,2
489,POLY 021,dry,PKEE146 middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.17,1.2,0.23,0.47,0.87,0.17,0.23,2.92,1.17,2,2,1,2,0,2
490,POLY 022,dry,PKEE148,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.83,2.38,0.57,0.9,1.25,0.33,0.4,3.25,4.92,6,1.5,1,2,2,4
491,POLY 023,dry,HP0145,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.47,3.17,0.83,1,1.83,0.4,0.43,4.08,4.5,6,3,1,2,4,2
492,POLY 029,dry,HP0230 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.08,2.08,0.5,0.73,1.5,0.42,0.5,2.25,2.5,4,2,1,2,2,2
493,POLY 029,dry,HP0230 TOP,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.08,2.08,0.57,0.83,1.5,0.42,0.5,2.33,2.58,4,2,1,2,2,2
494,PSEU 001,dry,HP0229,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.83,0.83,0.19,0.46,0.73,0.1,0.12,0.76,0.65,0,1,3,2,0,0
495,PSEU 001,dry,HP0229,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.02,1.05,0.2,0.48,0.7,0.1,0.13,1.42,1.4,0,1,3,2,0,0
496,PSEU 001,dry,HP0229,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.62,1.47,0.36,0.71,1.1,0.14,0.18,1.82,1.73,0,1,3,2,0,0
497,RHYT 002,dry,PKEE092,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.13,2.35,0.56,1.33,1.79,0.33,0.39,4,3.2,0,3,1,2,0,0
498,ROGE 001,dry,HP0062,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.93,1.01,0.14,0.48,0.79,0.12,0.14,0.88,0.73,2,3,1,2,2,0
499,ROGE 001,dry,HP0062,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.94,1.04,0.19,0.48,0.81,0.12,0.14,0.88,0.75,2,3,1,2,2,0
500,ROGE 001,dry,HP0062,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.98,1.07,0.19,0.48,0.83,0.13,0.14,0.89,0.77,2,3,1,2,2,0
504,SOLE 004,dry,HP0060,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.38,0.06,0.15,0.29,0.04,0.05,0.21,0.2,0,1,1,2,0,0
