ID-AccessD,SpCode,Storage,SampleCode,Positiononpinfromtop,Caste,Measurer,Method,HeadWidth,HeadLength,ClypeusLength,MandibleLength,InterocularDistance,EyeWidth,EyeLength,HindFemur,HindTibia,Spinosity,Sculpturing,Polymorphism,Invasive,AlitrunkSpines,PetiolarSpines
264,LEPM 001,dry,HP0128,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.01,1.78,0.42,0.71,0.56,0.29,0.37,,,0,1,1,2,0,0
265,LORD 001,dry,HP0056,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.52,0.6,0.05,0.27,0.44,0.08,0.12,0.31,0.36,2,1,1,2,2,0
271,MONO 001,dry,HP0100,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.33,0.39,0.06,0.17,0.3,0.02,0.05,0.26,0.25,0,1,1,1,0,0
272,MONO 001,dry,HP0100,4,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.33,0.4,0.06,0.17,0.29,0.04,0.06,0.25,0.23,0,1,1,1,0,0
273,MONO 001,dry,HP0638,4,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.4,0.05,0.15,0.27,0.04,0.06,0.26,0.25,0,1,1,1,0,0
274,MONO 001,dry,HP0638,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.4,0.06,0.15,0.27,0.04,0.06,0.27,0.25,0,1,1,1,0,0
270,MONO 001,dry,PKEE026,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.33,0.39,0.06,0.15,0.29,0.04,0.06,0.25,0.24,0,1,1,1,0,0
268,MONO 001,wet,WS2B527-2-1,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.42,0.02,0.15,0.29,0.05,0.07,0.27,0.22,0,1,1,1,0,0
269,MONO 001,wet,WS2B527-2-2,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.42,0.02,0.15,0.29,0.03,0.07,0.25,0.24,0,1,1,1,0,0
267,MONO 001,wet,WS3A153-2-1,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.42,0.02,0.15,0.29,0.03,0.05,0.25,0.22,0,1,1,1,0,0
266,MONO 001,wet,WS3A153-2-2,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.41,0.02,0.15,0.29,0.03,0.07,0.24,0.22,0,1,1,1,0,0
278,MONO 002,dry,PKEE053,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.39,0.02,0.14,0.26,0.05,0.07,0.26,0.24,0,1,1,1,0,0
280,MONO 002,dry,PKEE053,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.3,0.4,0.04,0.15,0.27,0.04,0.06,0.21,0.18,0,1,1,1,0,0
282,MONO 002,dry,PKEE053,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.38,0.02,0.15,0.27,0.05,0.07,0.24,0.24,0,1,1,1,0,0
279,MONO 002,dry,PKEE144,4,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.39,0.04,0.15,0.27,0.05,0.07,0.25,0.25,0,1,1,1,0,0
281,MONO 002,dry,PKEE144,5,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.4,0.04,0.17,0.27,0.05,0.07,0.26,0.25,0,1,1,1,0,0
276,MONO 002,wet,WS4E1151-2-1,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.31,0.39,0.02,0.15,0.27,0.03,0.07,0.24,0.22,0,1,1,1,0,0
275,MONO 002,wet,WS4E1151-2-2,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.39,0.02,0.15,0.29,0.03,0.07,0.24,0.22,0,1,1,1,0,0
277,MONO 002,wet,WS4E1151-2-3,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.39,0.02,0.17,0.27,0.05,0.07,0.24,0.22,0,1,1,1,0,0
283,MONO 003,dry,HP0115,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.3,0.35,0.06,0.14,0.25,0.04,0.06,0.23,0.21,0,1.5,1,2,0,0
284,MONO 003,dry,HP0115,4,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.3,0.35,0.06,0.15,0.25,0.04,0.06,0.24,0.21,0,1.5,1,2,0,0
287,MONO 003,dry,HP0115,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.3,0.36,0.06,0.15,0.25,0.04,0.05,0.24,0.23,0,1.5,1,2,0,0
285,MONO 003,dry,PKEE072,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.31,0.36,0.06,0.14,0.27,0.04,0.06,0.23,0.21,0,1.5,1,2,0,0
286,MONO 003,dry,PKEE072,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.31,0.36,0.06,0.15,0.26,0.04,0.06,0.24,0.21,0,1.5,1,2,0,0
288,MONO 004,dry,HP0022,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.44,0.54,0.11,0.24,0.38,0.07,0.08,0.44,0.37,0,2,1,1,0,0
289,MONO 004,dry,HP0022,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.48,0.56,0.11,0.24,0.42,0.06,0.08,0.46,0.39,0,2,1,1,0,0
290,MONO 005,dry,HP0071,4,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.3,0.37,0.04,0.14,0.26,0.04,0.06,0.26,0.2,0,1,1,2,0,0
291,MONO 005,dry,HP0071,5,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.31,0.38,0.04,0.14,0.26,0.04,0.06,0.26,0.21,0,1,1,2,0,0
292,MONO 005,dry,HP0071,6,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.31,0.38,0.04,0.14,0.27,0.04,0.06,0.25,0.23,0,1,1,2,0,0
295,ODON 002,dry,HP0121,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",2.57,3.57,0.49,2.21,0.73,0.43,0.53,4.42,4.25,1,3,1,2,0,1
296,OECO 001,dry,PKEE017 Bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.77,1.67,0.7,1.13,1.13,0.4,0.53,3.5,,0,1,1,2,0,0
297,OECO 001,dry,PKEE017 TOP,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.77,1.77,0.63,1.07,1.1,0.4,0.53,3.58,3.75,0,1,1,2,0,0
299,PACH 006,dry,PKEE054,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.69,0.82,0.07,0.42,0.58,0.08,0.12,0.87,0.68,0,1,1,2,0,0
300,PACH 006,dry,PKEE080,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.77,0.89,0.07,0.47,0.63,0.11,0.13,0.89,0.68,0,1,1,2,0,0
298,PACH 006,dry,PKEE167,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.67,0.77,0.08,0.44,0.56,0.08,0.11,0.8,0.68,0,1,1,2,0,0
304,PARA 001,dry,HP0095 bot,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.48,0.46,0.17,0.27,0.32,0.11,0.14,1.01,0.96,0,1.5,1,2,0,0
301,PARA 001,dry,HP0156,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.44,0.49,0.15,0.27,0.27,0.1,0.13,0.95,0.9,0,1.5,1,2,0,0
303,PARA 001,dry,HP0156,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.45,0.48,0.15,0.29,0.3,0.1,0.13,1.04,0.99,0,1.5,1,2,0,0
302,PARA 001,dry,PKEE016 bot,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.45,0.43,0.17,0.27,0.3,0.1,0.12,0.99,0.94,0,1.5,1,2,0,0
305,PARA 001,dry,PKEE016 top,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.46,0.48,0.15,0.24,0.29,0.1,0.12,0.98,0.93,0,1.5,1,2,0,0
308,PARA 002,dry,HP0043 ,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.57,0.57,0.17,0.32,0.36,0.11,0.15,0.67,0.65,0,1.5,1,2,0,0
310,PARA 002,dry,HP0043 middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.6,0.63,0.18,0.33,0.38,0.12,0.15,0.71,0.65,0,1.5,1,2,0,0
309,PARA 002,dry,HP0063 bot,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.48,,,,0.26,0.1,0.13,0.63,0.6,0,1.5,1,2,0,0
307,PARA 002,dry,HP0063 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.51,0.5,0.15,,0.35,0.1,0.15,0.64,0.62,0,1.5,1,2,0,0
306,PARA 002,dry,HP0104 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.51,0.56,0.14,0.3,0.33,0.1,0.13,0.65,0.6,0,1.5,1,2,0,0
315,PARA 003,dry,HP0002 3rd - middle possition,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.37,0.29,0.11,0.17,0.24,0.07,0.08,0.39,0.38,0,1.5,1,2,0,0
313,PARA 003,dry,HP0051,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.36,0.26,0.12,0.19,0.21,0.07,0.08,0.36,0.33,0,1.5,1,2,0,0
311,PARA 003,dry,HP0137 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.33,0.35,0.1,0.17,0.23,0.07,0.1,0.35,0.31,0,1.5,1,2,0,0
312,PARA 003,dry,HP0137 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.35,0.33,0.11,0.17,0.23,0.07,0.08,0.36,0.33,0,1.5,1,2,0,0
314,PARA 003,dry,PKEE051,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.29,0.1,0.18,0.2,0.07,0.08,0.39,0.33,0,1.5,1,2,0,0
318,PARA 005,dry,HP0111 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.61,0.54,0.23,0.36,0.39,0.13,0.17,0.94,0.83,0,1,1,2,0,0
319,PARA 005,dry,HP0111 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.61,0.5,0.21,0.38,0.38,0.13,0.17,1.01,0.92,0,1,1,2,0,0
317,PARA 005,dry,PKEE076,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.6,0.57,0.2,0.37,0.36,0.14,0.18,0.87,0.86,0,1,1,2,0,0
316,PARA 005,dry,PKEE087,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.52,0.54,0.2,0.36,0.32,0.12,0.17,0.88,0.73,0,1,1,2,0,0
320,PARA 005,dry,PKEE089,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.61,0.5,0.21,0.36,0.36,0.12,0.18,0.95,0.93,0,1,1,2,0,0
323,PARA 006,dry,HP0112 bot,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.37,0.35,0.12,0.19,0.24,0.08,0.11,0.45,0.42,0,1,1,2,0,0
321,PARA 006,dry,HP0112 middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.35,0.35,0.1,0.19,0.23,0.08,0.11,0.44,0.4,0,1,1,2,0,0
322,PARA 006,dry,HP0112 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.37,0.32,0.12,0.18,0.23,0.08,0.11,0.45,0.42,0,1,1,2,0,0
325,PARA 007,dry,HP0648 bot,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.71,0.76,0.21,0.42,0.38,0.15,0.21,1.5,1.4,0,1.5,1,2,0,0
328,PARA 007,dry,HP0648 middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.76,0.73,0.24,0.46,0.42,0.18,0.24,1.58,1.5,0,1.5,1,2,0,0
324,PARA 007,dry,HP0649 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.74,0.76,0.21,0.44,0.39,0.15,0.21,1.11,1.04,0,1.5,1,2,0,0
326,PARA 007,dry,PKEE090 bot,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.76,0.73,0.24,0.37,0.38,0.18,0.24,1.45,1.38,0,1.5,1,2,0,0
327,PARA 007,dry,PKEE090 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.79,0.71,0.25,0.38,0.43,0.18,0.23,1.5,1.42,0,1.5,1,2,0,0
331,PARA 010,dry,HP0162 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.51,0.43,0.18,0.3,0.36,0.08,0.13,0.62,0.56,0,1.5,1,2,0,0
329,PARA 010,dry,HP0162 mid,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.48,0.46,0.15,0.26,0.31,0.08,0.13,0.56,0.54,0,1.5,1,2,0,0
330,PARA 010,dry,HP0162 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.49,0.35,0.17,0.26,0.32,0.08,0.13,0.55,0.54,0,1.5,1,2,0,0
332,PARA 010,dry,HP0178 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.55,0.62,0.2,0.31,0.36,,0.14,0.68,0.65,0,1.5,1,2,0,0
333,PARA 010,dry,HP0178 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.6,0.62,0.2,0.35,0.38,0.12,0.17,0.74,0.69,0,1.5,1,2,0,0
339,PHEI 001,dry,HP0724,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.67,0.69,0.07,0.32,0.62,0.06,0.07,0.39,0.32,2,2,2,2,2,0
337,PHEI 001,dry,PKEE030,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.62,0.69,0.13,0.3,0.58,0.06,0.1,0.37,0.3,2,1.5,2,2,2,0
338,PHEI 001,dry,PKEE030,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.65,0.74,0.13,0.32,0.6,0.06,0.08,0.42,0.3,2,1.5,2,2,2,0
335,PHEI 001,dry,HP0724,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.37,0.36,0.08,0.19,0.31,0.05,0.07,0.27,0.23,2,1,2,2,2,0
336,PHEI 001,dry,HP0724,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.37,0.36,0.08,0.21,0.3,0.05,0.07,0.3,0.23,2,1,2,2,2,0
334,PHEI 001,dry,PKEE030,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.37,0.37,0.08,0.2,0.32,0.05,0.08,0.3,0.24,2,1,2,2,2,0
345,PHEI 002,dry,HP0138,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.07,1.14,0.2,0.48,0.95,0.1,0.11,0.64,0.49,6,2.5,2,2,4,0
344,PHEI 002,dry,PKEE033,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1,1.07,0.19,0.5,0.92,0.08,0.1,0.62,0.48,6,2.5,2,2,4,0
340,PHEI 002,dry,HP0138,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.51,0.49,0.11,0.29,0.42,0.07,0.1,0.42,0.31,6,2.5,2,2,4,0
341,PHEI 002,dry,HP0138,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.5,0.5,0.11,0.29,0.44,0.07,0.08,0.36,0.29,6,2.5,2,2,4,0
342,PHEI 002,dry,PKEE033,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.52,0.52,0.11,0.3,0.44,0.07,0.1,0.44,0.36,6,2.5,2,2,4,0
343,PHEI 002,dry,PKEE033,2,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.52,0.54,0.14,0.3,0.44,0.07,0.1,0.46,0.36,6,2.5,2,2,4,0
352,PHEI 004,dry,HP0086,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.48,1.67,0.24,0.77,1.3,0.17,0.18,1.58,1.23,2,2.5,2,2,2,0
354,PHEI 004,dry,HP0086,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.48,1.71,0.24,0.77,1.32,0.17,0.19,1.6,1.25,2,2.5,2,2,2,0
355,PHEI 004,dry,HP0160,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.63,1.76,0.27,0.9,1.42,0.18,0.2,1.71,1.25,2,2.5,2,2,2,0
353,PHEI 004,dry,HP0206,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.58,1.67,0.3,0.75,1.38,0.17,0.19,1.63,1.25,2,2.5,2,2,2,0
351,PHEI 004,dry,PKEE100,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.48,1.53,0.3,0.71,0.89,0.19,0.21,1.48,1.22,2,2.5,2,2,2,0
347,PHEI 004,dry,HP0086,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.67,0.7,0.19,0.44,0.52,0.12,0.15,1.27,1.03,2,2,2,2,2,0
348,PHEI 004,dry,HP0086,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.68,0.73,0.19,0.44,0.55,0.12,0.15,1.27,1.04,2,2,2,2,2,0
350,PHEI 004,dry,HP0160,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.69,0.75,0.23,0.46,0.54,0.12,0.15,1.33,1.08,2,2,2,2,2,0
349,PHEI 004,dry,HP0206,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.73,0.77,0.17,0.48,0.57,0.12,0.15,1.35,1.12,2,2,2,2,2,0
346,PHEI 004,dry,PKEE100,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.68,0.68,0.2,0.45,0.51,0.12,0.17,1.21,1.03,2,2,2,2,2,0
362,PHEI 007,dry,HP0034,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.71,0.77,0.14,0.36,0.65,0.07,0.08,0.48,0.35,2,1.5,2,2,2,0
364,PHEI 007,dry,HP0106,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.74,0.75,0.17,0.38,0.68,0.08,0.11,0.49,0.37,2,2,2,2,2,0
365,PHEI 007,dry,HP0106,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.74,0.8,0.14,0.38,0.69,0.06,0.1,0.5,0.37,2,2,2,2,2,0
361,PHEI 007,dry,HP0192,3,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.71,0.75,0.18,0.38,0.65,0.07,0.08,0.48,0.37,2,1.5,2,2,2,0
363,PHEI 007,dry,HP0192,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.75,0.81,0.14,0.37,0.68,0.07,0.1,0.49,0.39,2,1.5,2,2,2,0
358,PHEI 007,dry,HP0034,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.42,0.42,0.11,0.24,0.35,0.05,0.07,0.31,0.26,2,1.5,2,2,2,0
359,PHEI 007,dry,HP0034,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.43,0.42,0.1,0.24,0.37,0.05,0.07,0.35,0.3,2,1.5,2,2,2,0
356,PHEI 007,dry,HP0106,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.42,0.4,0.11,0.24,0.36,0.05,0.07,0.35,0.27,2,1.5,2,2,2,0
360,PHEI 007,dry,HP0106,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.44,0.43,0.1,0.23,0.37,0.06,0.07,0.38,0.27,2,1.5,2,2,2,0
357,PHEI 007,dry,HP0192,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.42,0.4,0.11,0.23,0.36,0.05,0.07,0.36,0.3,2,1.5,2,2,2,0
367,PHEI 013,wet,HP0201,,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.64,0.58,0.15,0.36,0.54,0.07,0.11,0.63,0.48,4,1,2,2,4,0
366,PHEI 013,dry,PKEE073,1,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.62,0.57,0.14,0.32,0.52,0.08,0.1,0.62,0.48,4,1,2,2,4,0
374,PHEI 014,dry,HP0082,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.63,0.67,0.13,0.31,0.57,0.07,0.1,0.45,0.3,2,2,2,2,2,0
376,PHEI 014,dry,HP0082,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.64,0.68,0.12,0.32,0.6,0.07,0.08,0.43,0.37,2,2,2,2,2,0
377,PHEI 014,dry,HP0205,3,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.68,0.71,0.14,0.35,0.61,0.06,0.11,0.44,0.36,2,2,2,2,2,0
375,PHEI 014,dry,HP0216,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.67,0.68,0.14,0.32,0.61,0.06,0.08,0.35,0.27,2,2,2,2,2,0
373,PHEI 014,dry,PKEE061,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.63,0.65,0.14,0.31,0.57,0.06,0.1,0.42,0.31,2,2,2,2,2,0
370,PHEI 014,dry,HP0082,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.39,0.39,0.11,0.23,0.33,0.06,0.07,0.33,0.26,2,1.5,2,2,2,0
371,PHEI 014,dry,HP0082,3,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.4,0.42,0.08,0.2,0.35,0.05,0.07,0.35,0.26,2,1.5,2,2,2,0
368,PHEI 014,dry,HP0205,4,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.38,0.38,0.07,0.2,0.31,0.05,0.07,0.35,0.26,2,1.5,2,2,2,0
369,PHEI 014,dry,HP0205,5,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.38,0.39,0.07,0.2,0.31,0.05,0.07,0.32,0.25,2,1.5,2,2,2,0
372,PHEI 014,dry,PKEE061,2,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.39,0.42,0.1,0.23,0.35,0.05,0.07,0.27,0.29,2,1.5,2,2,2,0
378,PHEI 018,dry,PKEE139,1,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.99,1.11,0.19,0.61,0.93,0.1,0.13,0.58,0.46,2,2,2,2,2,0
379,PHEI 018,dry,PKEE139,2,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.98,1.11,0.18,0.46,0.89,0.1,0.13,0.6,0.46,2,2,2,2,2,0
