"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","TreeN"
"Primary",101,0.530530047584602,0.531167245398517,0.0177304149234313,539,-0.0359381219597375,0.539,999,"Primary"
"Secondary",57,0.518398868712625,0.530318178354961,0.0186654654621985,258,-0.638575537613866,0.258,999,"Secondary"
