"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","TreeN"
"Primary",63,0.189152072886665,0.204530993150247,0.0229970414655815,267,-0.668734727751802,0.267,999,"Primary"
"Secondary",34,0.207043052380967,0.198551597801548,0.0260071732404468,626,0.326504326360769,0.626,999,"Secondary"
