"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","TreeN"
"Primary",80,0.211289717642519,0.225824694045142,0.0154859467255767,167,-0.938591399040289,0.167,999,"Primary"
"Secondary",42,0.205359220915787,0.207282673541799,0.0242591795110522,500,-0.0792876208008471,0.5,999,"Secondary"
