"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","TreeN"
"Primary",95,0.529411594638807,0.529801983583867,0.0183080745278095,565,-0.0213233207274901,0.565,999,"Primary"
"Secondary",49,0.488849724082744,0.521000852821672,0.0203153090227299,39,-1.58260594032585,0.039,999,"Secondary"
