"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","TreeN"
"Primary",95,0.192739324940074,0.210531146195013,0.0200621423435397,180,-0.88683556074299,0.18,999,"Primary"
"Secondary",49,0.207579534316149,0.206644444530577,0.0226233944218812,545,0.0413328684517742,0.545,999,"Secondary"
